filename,width,height,class,xmin,ymin,xmax,ymax
265458554_919828075569000_4743737837950301096_n-270.jpg,960,720,SENSOR,308,515,370,579
265458554_919828075569000_4743737837950301096_n-90-mirrored.jpg,960,720,SENSOR,308,381,370,445
265458554_919828075569000_4743737837950301096_n-90.jpg,960,720,SENSOR,350,381,412,445
265466604_982204509320254_5244541642315251989_n-0-mirrored.jpg,960,720,SENSOR,563,325,655,516
265466604_982204509320254_5244541642315251989_n-0.jpg,960,720,SENSOR,305,325,397,516
265466604_982204509320254_5244541642315251989_n-180-mirrored.jpg,960,720,SENSOR,305,204,397,395
265466604_982204509320254_5244541642315251989_n-180.jpg,960,720,SENSOR,563,204,655,395
265466604_982204509320254_5244541642315251989_n-270-mirrored.jpg,960,720,SENSOR,204,563,395,655
265466604_982204509320254_5244541642315251989_n-270.jpg,960,720,SENSOR,325,563,516,655
265466604_982204509320254_5244541642315251989_n-90-mirrored.jpg,960,720,SENSOR,325,305,516,397
265466604_982204509320254_5244541642315251989_n-90.jpg,960,720,SENSOR,204,305,395,397
265477672_1959694880884344_7380232943919615603_n-0-mirrored.jpg,720,960,5V EXPANSION,254,370,541,650
265477672_1959694880884344_7380232943919615603_n-0.jpg,720,960,5V EXPANSION,179,370,466,650
265477672_1959694880884344_7380232943919615603_n-180-mirrored.jpg,720,960,5V EXPANSION,179,310,466,590
265477672_1959694880884344_7380232943919615603_n-180.jpg,720,960,5V EXPANSION,254,310,541,590
265477672_1959694880884344_7380232943919615603_n-270-mirrored.jpg,720,960,5V EXPANSION,310,254,590,541
265477672_1959694880884344_7380232943919615603_n-270.jpg,720,960,5V EXPANSION,370,254,650,541
265477672_1959694880884344_7380232943919615603_n-90-mirrored.jpg,720,960,5V EXPANSION,370,179,650,466
265477672_1959694880884344_7380232943919615603_n-90.jpg,720,960,5V EXPANSION,310,179,590,466
265480596_260793829450649_5399443915645625671_n-0-mirrored.jpg,960,720,SENSOR,467,280,661,455
265480596_260793829450649_5399443915645625671_n-0.jpg,960,720,SENSOR,299,280,493,455
265480596_260793829450649_5399443915645625671_n-180-mirrored.jpg,960,720,SENSOR,299,265,493,440
265480596_260793829450649_5399443915645625671_n-180.jpg,960,720,SENSOR,467,265,661,440
265480596_260793829450649_5399443915645625671_n-270-mirrored.jpg,960,720,SENSOR,265,467,440,661
265480596_260793829450649_5399443915645625671_n-270.jpg,960,720,SENSOR,280,467,455,661
265480596_260793829450649_5399443915645625671_n-90-mirrored.jpg,960,720,SENSOR,280,299,455,493
265480596_260793829450649_5399443915645625671_n-90.jpg,960,720,SENSOR,265,299,440,493
265480611_335830191326000_8539417444628793792_n-0-mirrored.jpg,960,720,5V EXPANSION,3,72,657,362
265480611_335830191326000_8539417444628793792_n-0.jpg,960,720,5V EXPANSION,303,72,957,362
265480611_335830191326000_8539417444628793792_n-180-mirrored.jpg,960,720,5V EXPANSION,303,358,957,648
265480611_335830191326000_8539417444628793792_n-180.jpg,960,720,5V EXPANSION,3,358,657,648
265480611_335830191326000_8539417444628793792_n-270-mirrored.jpg,960,720,5V EXPANSION,358,3,648,657
265480611_335830191326000_8539417444628793792_n-270.jpg,960,720,5V EXPANSION,72,3,362,657
265480611_335830191326000_8539417444628793792_n-90-mirrored.jpg,960,720,5V EXPANSION,72,303,362,957
265480611_335830191326000_8539417444628793792_n-90.jpg,960,720,5V EXPANSION,358,303,648,957
265480759_1121832698353514_3290816507851217677_n-0-mirrored.jpg,960,720,5V EXPANSION,231,232,919,720
265480759_1121832698353514_3290816507851217677_n-0.jpg,960,720,5V EXPANSION,41,232,729,720
265480759_1121832698353514_3290816507851217677_n-180-mirrored.jpg,960,720,5V EXPANSION,41,0,729,488
265480759_1121832698353514_3290816507851217677_n-180.jpg,960,720,5V EXPANSION,231,0,919,488
265480759_1121832698353514_3290816507851217677_n-270-mirrored.jpg,960,720,5V EXPANSION,0,231,488,919
265480759_1121832698353514_3290816507851217677_n-270.jpg,960,720,5V EXPANSION,232,231,720,919
265480759_1121832698353514_3290816507851217677_n-90-mirrored.jpg,960,720,5V EXPANSION,232,41,720,729
265480759_1121832698353514_3290816507851217677_n-90.jpg,960,720,5V EXPANSION,0,41,488,729
265480759_193269999599367_3609096519114575074_n-0-mirrored.jpg,720,960,SENSOR,338,244,614,393
265480759_193269999599367_3609096519114575074_n-0.jpg,720,960,SENSOR,106,244,382,393
265480759_193269999599367_3609096519114575074_n-180-mirrored.jpg,720,960,SENSOR,106,567,382,716
265480759_193269999599367_3609096519114575074_n-180.jpg,720,960,SENSOR,338,567,614,716
265480759_193269999599367_3609096519114575074_n-270-mirrored.jpg,720,960,SENSOR,567,338,716,614
265480759_193269999599367_3609096519114575074_n-270.jpg,720,960,SENSOR,244,338,393,614
265480759_193269999599367_3609096519114575074_n-90-mirrored.jpg,720,960,SENSOR,244,106,393,382
265480759_193269999599367_3609096519114575074_n-90.jpg,720,960,SENSOR,567,106,716,382
265486837_329567212042664_9162027486106681758_n-0-mirrored.jpg,960,720,5V EXPANSION,324,177,649,465
265486837_329567212042664_9162027486106681758_n-0.jpg,960,720,5V EXPANSION,311,177,636,465
265486837_329567212042664_9162027486106681758_n-180-mirrored.jpg,960,720,5V EXPANSION,311,255,636,543
265486837_329567212042664_9162027486106681758_n-180.jpg,960,720,5V EXPANSION,324,255,649,543
265486837_329567212042664_9162027486106681758_n-270-mirrored.jpg,960,720,5V EXPANSION,255,324,543,649
265486837_329567212042664_9162027486106681758_n-270.jpg,960,720,5V EXPANSION,177,324,465,649
265486837_329567212042664_9162027486106681758_n-90-mirrored.jpg,960,720,5V EXPANSION,177,311,465,636
265486837_329567212042664_9162027486106681758_n-90.jpg,960,720,5V EXPANSION,255,311,543,636
265486845_238385908380185_4499419320564606842_n-0-mirrored.jpg,720,960,MOTOR,248,543,411,695
265486845_238385908380185_4499419320564606842_n-0.jpg,720,960,MOTOR,309,543,472,695
265486845_238385908380185_4499419320564606842_n-180-mirrored.jpg,720,960,MOTOR,309,265,472,417
265486845_238385908380185_4499419320564606842_n-180.jpg,720,960,MOTOR,248,265,411,417
265486845_238385908380185_4499419320564606842_n-270-mirrored.jpg,720,960,MOTOR,265,248,417,411
265486845_238385908380185_4499419320564606842_n-270.jpg,720,960,MOTOR,543,248,695,411
265486845_238385908380185_4499419320564606842_n-90-mirrored.jpg,720,960,MOTOR,543,309,695,472
265486845_238385908380185_4499419320564606842_n-90.jpg,720,960,MOTOR,265,309,417,472
265491233_599206357962640_8668129567213207834_n-0-mirrored.jpg,720,960,SENSOR,208,258,437,384
265491233_599206357962640_8668129567213207834_n-0.jpg,720,960,SENSOR,283,258,512,384
265491233_599206357962640_8668129567213207834_n-180-mirrored.jpg,720,960,SENSOR,283,576,512,702
265491233_599206357962640_8668129567213207834_n-180.jpg,720,960,SENSOR,208,576,437,702
265491233_599206357962640_8668129567213207834_n-270-mirrored.jpg,720,960,SENSOR,576,208,702,437
265491233_599206357962640_8668129567213207834_n-270.jpg,720,960,SENSOR,258,208,384,437
265491233_599206357962640_8668129567213207834_n-90-mirrored.jpg,720,960,SENSOR,258,283,384,512
265491233_599206357962640_8668129567213207834_n-90.jpg,720,960,SENSOR,576,283,702,512
265494118_330137775321445_9204838577790035938_n-0-mirrored.jpg,720,960,5V EXPANSION,225,402,347,518
265494118_330137775321445_9204838577790035938_n-0.jpg,720,960,5V EXPANSION,373,402,495,518
265494118_330137775321445_9204838577790035938_n-180-mirrored.jpg,720,960,5V EXPANSION,373,442,495,558
265494118_330137775321445_9204838577790035938_n-180.jpg,720,960,5V EXPANSION,225,442,347,558
265494118_330137775321445_9204838577790035938_n-270-mirrored.jpg,720,960,5V EXPANSION,442,225,558,347
265494118_330137775321445_9204838577790035938_n-270.jpg,720,960,5V EXPANSION,402,225,518,347
265494118_330137775321445_9204838577790035938_n-90-mirrored.jpg,720,960,5V EXPANSION,402,373,518,495
265494118_330137775321445_9204838577790035938_n-90.jpg,720,960,5V EXPANSION,442,373,558,495
265499618_1293240217817747_1228223573433647101_n-0-mirrored.jpg,960,720,SENSOR,406,332,548,474
265499618_1293240217817747_1228223573433647101_n-0.jpg,960,720,SENSOR,412,332,554,474
265499618_1293240217817747_1228223573433647101_n-180-mirrored.jpg,960,720,SENSOR,412,246,554,388
265499618_1293240217817747_1228223573433647101_n-180.jpg,960,720,SENSOR,406,246,548,388
265499618_1293240217817747_1228223573433647101_n-270-mirrored.jpg,960,720,SENSOR,246,406,388,548
265499618_1293240217817747_1228223573433647101_n-270.jpg,960,720,SENSOR,332,406,474,548
265499618_1293240217817747_1228223573433647101_n-90-mirrored.jpg,960,720,SENSOR,332,412,474,554
265499618_1293240217817747_1228223573433647101_n-90.jpg,960,720,SENSOR,246,412,388,554
265505419_197377305846178_3267619539624588023_n (1)-0-mirrored.jpg,720,960,SENSOR,340,351,399,388
265505419_197377305846178_3267619539624588023_n (1)-0.jpg,720,960,SENSOR,321,351,380,388
265505419_197377305846178_3267619539624588023_n (1)-180-mirrored.jpg,720,960,SENSOR,321,572,380,609
265505419_197377305846178_3267619539624588023_n (1)-180.jpg,720,960,SENSOR,340,572,399,609
265505419_197377305846178_3267619539624588023_n (1)-270-mirrored.jpg,720,960,SENSOR,572,340,609,399
265505419_197377305846178_3267619539624588023_n (1)-270.jpg,720,960,SENSOR,351,340,388,399
265505419_197377305846178_3267619539624588023_n (1)-90-mirrored.jpg,720,960,SENSOR,351,321,388,380
265505419_197377305846178_3267619539624588023_n (1)-90.jpg,720,960,SENSOR,572,321,609,380
265505419_197377305846178_3267619539624588023_n-0-mirrored.jpg,720,960,SENSOR,340,352,396,389
265505419_197377305846178_3267619539624588023_n-0.jpg,720,960,SENSOR,324,352,380,389
265505419_197377305846178_3267619539624588023_n-180-mirrored.jpg,720,960,SENSOR,324,571,380,608
265505419_197377305846178_3267619539624588023_n-180.jpg,720,960,SENSOR,340,571,396,608
265505419_197377305846178_3267619539624588023_n-270-mirrored.jpg,720,960,SENSOR,571,340,608,396
265505419_197377305846178_3267619539624588023_n-270.jpg,720,960,SENSOR,352,340,389,396
265505419_197377305846178_3267619539624588023_n-90-mirrored.jpg,720,960,SENSOR,352,324,389,380
265505419_197377305846178_3267619539624588023_n-90.jpg,720,960,SENSOR,571,324,608,380
265505420_484498266330083_6298108895366058927_n-0-mirrored.jpg,720,960,5V EXPANSION,221,379,481,606
265505420_484498266330083_6298108895366058927_n-0.jpg,720,960,5V EXPANSION,239,379,499,606
265505420_484498266330083_6298108895366058927_n-180-mirrored.jpg,720,960,5V EXPANSION,239,354,499,581
265505420_484498266330083_6298108895366058927_n-180.jpg,720,960,5V EXPANSION,221,354,481,581
265505420_484498266330083_6298108895366058927_n-270-mirrored.jpg,720,960,5V EXPANSION,354,221,581,481
265505420_484498266330083_6298108895366058927_n-270.jpg,720,960,5V EXPANSION,379,221,606,481
265505420_484498266330083_6298108895366058927_n-90-mirrored.jpg,720,960,5V EXPANSION,379,239,606,499
265505420_484498266330083_6298108895366058927_n-90.jpg,720,960,5V EXPANSION,354,239,581,499
265508519_3037794423158367_1255465679268652705_n-0-mirrored.jpg,960,720,SENSOR,597,386,653,420
265508519_3037794423158367_1255465679268652705_n-0.jpg,960,720,SENSOR,307,386,363,420
265508519_3037794423158367_1255465679268652705_n-180-mirrored.jpg,960,720,SENSOR,307,300,363,334
265508519_3037794423158367_1255465679268652705_n-180.jpg,960,720,SENSOR,597,300,653,334
265508519_3037794423158367_1255465679268652705_n-270-mirrored.jpg,960,720,SENSOR,300,597,334,653
265508519_3037794423158367_1255465679268652705_n-270.jpg,960,720,SENSOR,386,597,420,653
265508519_3037794423158367_1255465679268652705_n-90-mirrored.jpg,960,720,SENSOR,386,307,420,363
265508519_3037794423158367_1255465679268652705_n-90.jpg,960,720,SENSOR,300,307,334,363
265519739_301885735175069_1819199127113754074_n-0-mirrored.jpg,720,960,SENSOR,123,491,187,535
265519739_301885735175069_1819199127113754074_n-0-mirrored.jpg,720,960,MOTOR,223,462,314,551
265519739_301885735175069_1819199127113754074_n-0-mirrored.jpg,720,960,5V EXPANSION,242,377,352,463
265519739_301885735175069_1819199127113754074_n-0-mirrored.jpg,720,960,BATTERY BOX,593,142,712,218
265519739_301885735175069_1819199127113754074_n-0.jpg,720,960,SENSOR,533,491,597,535
265519739_301885735175069_1819199127113754074_n-0.jpg,720,960,MOTOR,406,462,497,551
265519739_301885735175069_1819199127113754074_n-0.jpg,720,960,5V EXPANSION,368,377,478,463
265519739_301885735175069_1819199127113754074_n-0.jpg,720,960,BATTERY BOX,8,142,127,218
265519739_301885735175069_1819199127113754074_n-180-mirrored.jpg,720,960,SENSOR,533,425,597,469
265519739_301885735175069_1819199127113754074_n-180-mirrored.jpg,720,960,MOTOR,406,409,497,498
265519739_301885735175069_1819199127113754074_n-180-mirrored.jpg,720,960,5V EXPANSION,368,497,478,583
265519739_301885735175069_1819199127113754074_n-180-mirrored.jpg,720,960,BATTERY BOX,8,742,127,818
265519739_301885735175069_1819199127113754074_n-180.jpg,720,960,SENSOR,123,425,187,469
265519739_301885735175069_1819199127113754074_n-180.jpg,720,960,MOTOR,223,409,314,498
265519739_301885735175069_1819199127113754074_n-180.jpg,720,960,5V EXPANSION,242,497,352,583
265519739_301885735175069_1819199127113754074_n-180.jpg,720,960,BATTERY BOX,593,742,712,818
265519739_301885735175069_1819199127113754074_n-270-mirrored.jpg,720,960,SENSOR,425,123,469,187
265519739_301885735175069_1819199127113754074_n-270-mirrored.jpg,720,960,MOTOR,409,223,498,314
265519739_301885735175069_1819199127113754074_n-270-mirrored.jpg,720,960,5V EXPANSION,497,242,583,352
265519739_301885735175069_1819199127113754074_n-270-mirrored.jpg,720,960,BATTERY BOX,742,593,818,712
265519739_301885735175069_1819199127113754074_n-270.jpg,720,960,SENSOR,491,123,535,187
265519739_301885735175069_1819199127113754074_n-270.jpg,720,960,MOTOR,462,223,551,314
265519739_301885735175069_1819199127113754074_n-270.jpg,720,960,5V EXPANSION,377,242,463,352
265519739_301885735175069_1819199127113754074_n-270.jpg,720,960,BATTERY BOX,142,593,218,712
265519739_301885735175069_1819199127113754074_n-90-mirrored.jpg,720,960,SENSOR,491,533,535,597
265519739_301885735175069_1819199127113754074_n-90-mirrored.jpg,720,960,MOTOR,462,406,551,497
265519739_301885735175069_1819199127113754074_n-90-mirrored.jpg,720,960,5V EXPANSION,377,368,463,478
265519739_301885735175069_1819199127113754074_n-90-mirrored.jpg,720,960,BATTERY BOX,142,8,218,127
265519739_301885735175069_1819199127113754074_n-90.jpg,720,960,SENSOR,425,533,469,597
265519739_301885735175069_1819199127113754074_n-90.jpg,720,960,MOTOR,409,406,498,497
265519739_301885735175069_1819199127113754074_n-90.jpg,720,960,5V EXPANSION,497,368,583,478
265519739_301885735175069_1819199127113754074_n-90.jpg,720,960,BATTERY BOX,742,8,818,127
265519745_1517237158652522_123132612371783545_n-0-mirrored.jpg,720,960,5V EXPANSION,102,475,350,618
265519745_1517237158652522_123132612371783545_n-0.jpg,720,960,5V EXPANSION,370,475,618,618
265519745_1517237158652522_123132612371783545_n-180-mirrored.jpg,720,960,5V EXPANSION,370,342,618,485
265519745_1517237158652522_123132612371783545_n-180.jpg,720,960,5V EXPANSION,102,342,350,485
265519745_1517237158652522_123132612371783545_n-270-mirrored.jpg,720,960,5V EXPANSION,342,102,485,350
265519745_1517237158652522_123132612371783545_n-270.jpg,720,960,5V EXPANSION,475,102,618,350
265519745_1517237158652522_123132612371783545_n-90-mirrored.jpg,720,960,5V EXPANSION,475,370,618,618
265519745_1517237158652522_123132612371783545_n-90.jpg,720,960,5V EXPANSION,342,370,485,618
265531771_206670794888468_7083416093819906835_n-0-mirrored.jpg,720,960,MOTOR,212,432,479,665
265531771_206670794888468_7083416093819906835_n-0.jpg,720,960,MOTOR,241,432,508,665
265531771_206670794888468_7083416093819906835_n-180-mirrored.jpg,720,960,MOTOR,241,295,508,528
265531771_206670794888468_7083416093819906835_n-180.jpg,720,960,MOTOR,212,295,479,528
265531771_206670794888468_7083416093819906835_n-270-mirrored.jpg,720,960,MOTOR,295,212,528,479
265531771_206670794888468_7083416093819906835_n-270.jpg,720,960,MOTOR,432,212,665,479
265531771_206670794888468_7083416093819906835_n-90-mirrored.jpg,720,960,MOTOR,432,241,665,508
265531771_206670794888468_7083416093819906835_n-90.jpg,720,960,MOTOR,295,241,528,508
265536099_234718765461126_1449452482600719274_n-0-mirrored.jpg,960,720,SENSOR,610,346,671,403
265536099_234718765461126_1449452482600719274_n-0.jpg,960,720,SENSOR,289,346,350,403
265536099_234718765461126_1449452482600719274_n-180-mirrored.jpg,960,720,SENSOR,289,317,350,374
265536099_234718765461126_1449452482600719274_n-180.jpg,960,720,SENSOR,610,317,671,374
265536099_234718765461126_1449452482600719274_n-270-mirrored.jpg,960,720,SENSOR,317,610,374,671
265536099_234718765461126_1449452482600719274_n-270.jpg,960,720,SENSOR,346,610,403,671
265536099_234718765461126_1449452482600719274_n-90-mirrored.jpg,960,720,SENSOR,346,289,403,350
265536099_234718765461126_1449452482600719274_n-90.jpg,960,720,SENSOR,317,289,374,350
265540968_489610612734301_2831092797527469532_n-0-mirrored.jpg,960,720,SENSOR,338,290,600,469
265540968_489610612734301_2831092797527469532_n-0.jpg,960,720,SENSOR,360,290,622,469
265540968_489610612734301_2831092797527469532_n-180-mirrored.jpg,960,720,SENSOR,360,251,622,430
265540968_489610612734301_2831092797527469532_n-180.jpg,960,720,SENSOR,338,251,600,430
265540968_489610612734301_2831092797527469532_n-270-mirrored.jpg,960,720,SENSOR,251,338,430,600
265540968_489610612734301_2831092797527469532_n-270.jpg,960,720,SENSOR,290,338,469,600
265540968_489610612734301_2831092797527469532_n-90-mirrored.jpg,960,720,SENSOR,290,360,469,622
265540968_489610612734301_2831092797527469532_n-90.jpg,960,720,SENSOR,251,360,430,622
265541141_495027138454935_4184921319569622533_n-0-mirrored.jpg,960,720,SENSOR,284,358,491,542
265541141_495027138454935_4184921319569622533_n-0.jpg,960,720,SENSOR,469,358,676,542
265541141_495027138454935_4184921319569622533_n-180-mirrored.jpg,960,720,SENSOR,469,178,676,362
265541141_495027138454935_4184921319569622533_n-180.jpg,960,720,SENSOR,284,178,491,362
265541141_495027138454935_4184921319569622533_n-270-mirrored.jpg,960,720,SENSOR,178,284,362,491
265541141_495027138454935_4184921319569622533_n-270.jpg,960,720,SENSOR,358,284,542,491
265541141_495027138454935_4184921319569622533_n-90-mirrored.jpg,960,720,SENSOR,358,469,542,676
265541141_495027138454935_4184921319569622533_n-90.jpg,960,720,SENSOR,178,469,362,676
265541141_651028395905790_7277117145871627079_n-0-mirrored.jpg,960,720,SENSOR,149,316,495,512
265541141_651028395905790_7277117145871627079_n-0.jpg,960,720,SENSOR,465,316,811,512
265541141_651028395905790_7277117145871627079_n-180-mirrored.jpg,960,720,SENSOR,465,208,811,404
265541141_651028395905790_7277117145871627079_n-180.jpg,960,720,SENSOR,149,208,495,404
265541141_651028395905790_7277117145871627079_n-270-mirrored.jpg,960,720,SENSOR,208,149,404,495
265541141_651028395905790_7277117145871627079_n-270.jpg,960,720,SENSOR,316,149,512,495
265541141_651028395905790_7277117145871627079_n-90-mirrored.jpg,960,720,SENSOR,316,465,512,811
265541141_651028395905790_7277117145871627079_n-90.jpg,960,720,SENSOR,208,465,404,811
265564611_5110879605608558_5425108449924142336_n-0-mirrored.jpg,720,960,MOTOR,262,596,480,817
265564611_5110879605608558_5425108449924142336_n-0.jpg,720,960,MOTOR,240,596,458,817
265564611_5110879605608558_5425108449924142336_n-180-mirrored.jpg,720,960,MOTOR,240,143,458,364
265564611_5110879605608558_5425108449924142336_n-180.jpg,720,960,MOTOR,262,143,480,364
265564611_5110879605608558_5425108449924142336_n-270-mirrored.jpg,720,960,MOTOR,143,262,364,480
265564611_5110879605608558_5425108449924142336_n-270.jpg,720,960,MOTOR,596,262,817,480
265564611_5110879605608558_5425108449924142336_n-90-mirrored.jpg,720,960,MOTOR,596,240,817,458
265564611_5110879605608558_5425108449924142336_n-90.jpg,720,960,MOTOR,143,240,364,458
265586421_448561540280241_8363919842236001807_n-0-mirrored.jpg,720,960,5V EXPANSION,221,488,430,694
265586421_448561540280241_8363919842236001807_n-0.jpg,720,960,5V EXPANSION,290,488,499,694
265586421_448561540280241_8363919842236001807_n-180-mirrored.jpg,720,960,5V EXPANSION,290,266,499,472
265586421_448561540280241_8363919842236001807_n-180.jpg,720,960,5V EXPANSION,221,266,430,472
265586421_448561540280241_8363919842236001807_n-270-mirrored.jpg,720,960,5V EXPANSION,266,221,472,430
265586421_448561540280241_8363919842236001807_n-270.jpg,720,960,5V EXPANSION,488,221,694,430
265586421_448561540280241_8363919842236001807_n-90-mirrored.jpg,720,960,5V EXPANSION,488,290,694,499
265586421_448561540280241_8363919842236001807_n-90.jpg,720,960,5V EXPANSION,266,290,472,499
265596295_412592953985532_769446809683349110_n-0-mirrored.jpg,720,960,5V EXPANSION,267,405,569,651
265596295_412592953985532_769446809683349110_n-0.jpg,720,960,5V EXPANSION,151,405,453,651
265596295_412592953985532_769446809683349110_n-180-mirrored.jpg,720,960,5V EXPANSION,151,309,453,555
265596295_412592953985532_769446809683349110_n-180.jpg,720,960,5V EXPANSION,267,309,569,555
265596295_412592953985532_769446809683349110_n-270-mirrored.jpg,720,960,5V EXPANSION,309,267,555,569
265596295_412592953985532_769446809683349110_n-270.jpg,720,960,5V EXPANSION,405,267,651,569
265596295_412592953985532_769446809683349110_n-90-mirrored.jpg,720,960,5V EXPANSION,405,151,651,453
265596295_412592953985532_769446809683349110_n-90.jpg,720,960,5V EXPANSION,309,151,555,453
265596299_1986598304854240_8928419375632708186_n-0-mirrored.jpg,720,960,SENSOR,232,337,373,424
265596299_1986598304854240_8928419375632708186_n-0.jpg,720,960,SENSOR,347,337,488,424
265596299_1986598304854240_8928419375632708186_n-180-mirrored.jpg,720,960,SENSOR,347,536,488,623
265596299_1986598304854240_8928419375632708186_n-180.jpg,720,960,SENSOR,232,536,373,623
265596299_1986598304854240_8928419375632708186_n-270-mirrored.jpg,720,960,SENSOR,536,232,623,373
265596299_1986598304854240_8928419375632708186_n-270.jpg,720,960,SENSOR,337,232,424,373
265596299_1986598304854240_8928419375632708186_n-90-mirrored.jpg,720,960,SENSOR,337,347,424,488
265596299_1986598304854240_8928419375632708186_n-90.jpg,720,960,SENSOR,536,347,623,488
265601691_217611513843129_1969349243307429251_n-0-mirrored.jpg,960,720,SENSOR,187,140,801,415
265601691_217611513843129_1969349243307429251_n-0.jpg,960,720,SENSOR,159,140,773,415
265601691_217611513843129_1969349243307429251_n-180-mirrored.jpg,960,720,SENSOR,159,305,773,580
265601691_217611513843129_1969349243307429251_n-180.jpg,960,720,SENSOR,187,305,801,580
265601691_217611513843129_1969349243307429251_n-270-mirrored.jpg,960,720,SENSOR,305,187,580,801
265601691_217611513843129_1969349243307429251_n-270.jpg,960,720,SENSOR,140,187,415,801
265601691_217611513843129_1969349243307429251_n-90-mirrored.jpg,960,720,SENSOR,140,159,415,773
265601691_217611513843129_1969349243307429251_n-90.jpg,960,720,SENSOR,305,159,580,773
265629773_315428466971110_7200529079512009288_n-0-mirrored.jpg,720,960,UNO R3,215,466,490,634
265629773_315428466971110_7200529079512009288_n-0-mirrored.jpg,720,960,BATTERY BOX,349,180,437,227
265629773_315428466971110_7200529079512009288_n-0.jpg,720,960,UNO R3,230,466,505,634
265629773_315428466971110_7200529079512009288_n-0.jpg,720,960,BATTERY BOX,283,180,371,227
265629773_315428466971110_7200529079512009288_n-180-mirrored.jpg,720,960,UNO R3,230,326,505,494
265629773_315428466971110_7200529079512009288_n-180-mirrored.jpg,720,960,BATTERY BOX,283,733,371,780
265629773_315428466971110_7200529079512009288_n-180.jpg,720,960,UNO R3,215,326,490,494
265629773_315428466971110_7200529079512009288_n-180.jpg,720,960,BATTERY BOX,349,733,437,780
265629773_315428466971110_7200529079512009288_n-270-mirrored.jpg,720,960,UNO R3,326,215,494,490
265629773_315428466971110_7200529079512009288_n-270-mirrored.jpg,720,960,BATTERY BOX,733,349,780,437
265629773_315428466971110_7200529079512009288_n-270.jpg,720,960,UNO R3,466,215,634,490
265629773_315428466971110_7200529079512009288_n-270.jpg,720,960,BATTERY BOX,180,349,227,437
265629773_315428466971110_7200529079512009288_n-90-mirrored.jpg,720,960,UNO R3,466,230,634,505
265629773_315428466971110_7200529079512009288_n-90-mirrored.jpg,720,960,BATTERY BOX,180,283,227,371
265629773_315428466971110_7200529079512009288_n-90.jpg,720,960,UNO R3,326,230,494,505
265629773_315428466971110_7200529079512009288_n-90.jpg,720,960,BATTERY BOX,733,283,780,371
265633671_931607681078982_7572319754964192381_n-0-mirrored.jpg,720,960,MOTOR,495,546,598,653
265633671_931607681078982_7572319754964192381_n-0-mirrored.jpg,720,960,SENSOR,408,592,496,651
265633671_931607681078982_7572319754964192381_n-0-mirrored.jpg,720,960,5V EXPANSION,473,457,579,558
265633671_931607681078982_7572319754964192381_n-0-mirrored.jpg,720,960,SENSOR,137,84,176,107
265633671_931607681078982_7572319754964192381_n-0-mirrored.jpg,720,960,SENSOR,83,57,103,72
265633671_931607681078982_7572319754964192381_n-0-mirrored.jpg,720,960,UNO R3,15,58,43,88
265633671_931607681078982_7572319754964192381_n-0.jpg,720,960,MOTOR,122,546,225,653
265633671_931607681078982_7572319754964192381_n-0.jpg,720,960,SENSOR,224,592,312,651
265633671_931607681078982_7572319754964192381_n-0.jpg,720,960,5V EXPANSION,141,457,247,558
265633671_931607681078982_7572319754964192381_n-0.jpg,720,960,SENSOR,544,84,583,107
265633671_931607681078982_7572319754964192381_n-0.jpg,720,960,SENSOR,617,57,637,72
265633671_931607681078982_7572319754964192381_n-0.jpg,720,960,UNO R3,677,58,705,88
265633671_931607681078982_7572319754964192381_n-180-mirrored.jpg,720,960,MOTOR,122,307,225,414
265633671_931607681078982_7572319754964192381_n-180-mirrored.jpg,720,960,SENSOR,224,309,312,368
265633671_931607681078982_7572319754964192381_n-180-mirrored.jpg,720,960,5V EXPANSION,141,402,247,503
265633671_931607681078982_7572319754964192381_n-180-mirrored.jpg,720,960,SENSOR,544,853,583,876
265633671_931607681078982_7572319754964192381_n-180-mirrored.jpg,720,960,SENSOR,617,888,637,903
265633671_931607681078982_7572319754964192381_n-180-mirrored.jpg,720,960,UNO R3,677,872,705,902
265633671_931607681078982_7572319754964192381_n-180.jpg,720,960,MOTOR,495,307,598,414
265633671_931607681078982_7572319754964192381_n-180.jpg,720,960,SENSOR,408,309,496,368
265633671_931607681078982_7572319754964192381_n-180.jpg,720,960,5V EXPANSION,473,402,579,503
265633671_931607681078982_7572319754964192381_n-180.jpg,720,960,SENSOR,137,853,176,876
265633671_931607681078982_7572319754964192381_n-180.jpg,720,960,SENSOR,83,888,103,903
265633671_931607681078982_7572319754964192381_n-180.jpg,720,960,UNO R3,15,872,43,902
265633671_931607681078982_7572319754964192381_n-270-mirrored.jpg,720,960,MOTOR,307,495,414,598
265633671_931607681078982_7572319754964192381_n-270-mirrored.jpg,720,960,SENSOR,309,408,368,496
265633671_931607681078982_7572319754964192381_n-270-mirrored.jpg,720,960,5V EXPANSION,402,473,503,579
265633671_931607681078982_7572319754964192381_n-270-mirrored.jpg,720,960,SENSOR,853,137,876,176
265633671_931607681078982_7572319754964192381_n-270-mirrored.jpg,720,960,SENSOR,888,83,903,103
265633671_931607681078982_7572319754964192381_n-270-mirrored.jpg,720,960,UNO R3,872,15,902,43
265633671_931607681078982_7572319754964192381_n-270.jpg,720,960,MOTOR,546,495,653,598
265633671_931607681078982_7572319754964192381_n-270.jpg,720,960,SENSOR,592,408,651,496
265633671_931607681078982_7572319754964192381_n-270.jpg,720,960,5V EXPANSION,457,473,558,579
